comment,sentiment
 au ales gresit endorserii pt Met Gala… eu te-as fi trimis pe tine daca eram in locul lor 🔥,neutral
Beautiful!🙌,positive
😍😍 WHAAA! 👏👏 YESSS GO H&M,positive
Stunning creative! Fabulous work!,positive
You should take some of your normal customers  next year the ones that like me would have loved to be there but we dont have the possibility to do so,neutral
 y  😍,positive
❤️❤️❤️❤️🔥,positive
😍😍😍,positive
Wow! It looks really  good )),positive
🩵🩵🩵 loved creating quannahs accessories to match her beautiful gown😊,positive
❤️,positive
👏👏👏👏👏,positive
Mega😍😍😍😍😍😍,positive
"El rojo es lo más, zapatos, vestido, maquillaje, peinado!!!! La pera 😍😍😍",positive
"Kindly let me know the customer care number since the number which is given on your page is not functioning , have been trying to get a return order picked up have registered the request  times in past  days but nothing has been done so far",negative
🇵🇸🇵🇸🇵🇸🍉🍉🍉☝️,neutral
.nicolo stiamo capendo!?,neutral
Good work  & .meissner 😍,positive
Serving 🔥,positive
Fabulous 😍❤️🙌🙌,positive
🔥🔥🔥,positive
Absolutely stuuuuuuning,positive
😍😍😍😍😍,positive
Hi! I placed an order almost  weeks ago and it still hasn’t been shipped. Can you please advise on when to expect it and what’s causing the delay?,neutral
Image  and  Blazer   Trouser   Earrings  Shoes  Image  Necklace ,neutral
OMG SO GOOD 🔥,positive
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat. NOT ok.",negative
"I urge you to ban down, which is always a product of extreme violence and cruelty. A PETA Asia investigation exposed a slaughterhouse with ties to H&M, in which workers violently grabbed birds and hung them upside down in shackles before they were dragged through electrified water and workers stabbed them in the neck.  PETA has released nine exposés of the down industry from nearly  operations in six countries—including farms with ties to certified and so-called “responsible” companies—and each exposé has proved that intense suffering and horrific violence and killing are what the down industry is all about.  There’s simply no excuse to keep selling down products. Many warm, animal-free materials are available today, including vegan down made from flowers, ceiba tree fiber, bamboo, or milkweed as well as Plumtech, Thinsulate, and PrimaLoft.",negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",negative
How Can I buy the earings in Denmark? The number you write does not give any results on your webside. 😊😊,neutral
I’m so in love with this collection! At what time is it coming online at May th in Belgium?,positive
You should really not send stuff by Evri!!! Been at home all day waiting for delivery and now received sorry we missed you-they never came or rang the doorbell and I paid next day delivery. Fuming!!!!,negative
Please ditch down ! ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat. Stop this cruelty !,negative
"Today, H&M is holding its annual meeting of shareholders in Sweden. PETA will present a resolution calling on the company to commission a report on how its sale of down is potentially driving away socially conscious consumers who don’t want to support animal abuse.  A PETA Asia investigation revealed how gentle ducks suffer and die on farms and in slaughterhouses in Vietnam connected to “responsible” companies that sell down, including H&M.  The investigative footage shows ducks on wire flooring in dirty sheds and in lots strewn with waste. They have to walk among the bodies of their dead and dying flockmates. These birds are only paralyzed, not unconscious, when a worker slaughters them. Other ducks are killed inside people’s homes, where they’re conscious as they’re stabbed in the neck and their legs are cut off.  We need your help to persuade H&M to stop profiting from birds’ suffering. Please take action today.",negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat. H&M please ditch down now.",negative
"Stop torturing animals! In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",negative
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down.  turn over a new leaf on the day of your AGM and ditch down!   ",negative
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down. , turn over a new leaf on the day of your AGM and ditch down!   ",negative
I love h&m but dont to destroy the amazone,neutral
"Dear H&M, I am a U.S. citizen and in Paris on a shop and stopped by your store at the Westfield Mall by Les Halle metro. It has been a long day and my eyes were tired so I had taken my contacts out and can barely see  feet in front of me. As I was leaving this store with my purchases a female employee ran after me and challenged me and asked me if I switched lanes because a checkout person had a Muslim scarf on. I told her no and that I changed checkout lanes as a shorter line opened up. She still challenged and berated me at which point I took out my phone and told her I was going to film this and put it on Instagram and she turned around and went inside. Is this how all your employees treat customers ?",negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat. Stop this horror H&M!",negative
"There’s simply no excuse to keep selling down products. Many warm, animal-free materials are available today, including vegan down made from flowers, ceiba tree fiber, bamboo, or milkweed as well as Plumtech, Thinsulate, and PrimaLoft",positive
Stop using animals in fashion,negative
Hi is this collection going to restock in the US?,neutral
When will the cute little golden bag be available? It’s still shows available soon but the drop was at am?,neutral
"Bonjour, La robe de la photo  est-elle dispo en France? Merci",neutral
Stop using and abusing animals for vanity! If you saw what happens to them you will be sick ! Its torture!!,negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat. Please ditch down to buy these feathers.",negative
When does this drop in South Africa?!,neutral
Image  Shirt   Skirt  Shoe  Earrings  Ring  Image  Dress   Bag  Shoe  Image  Bag,neutral
Ducks are stabbed in the neck and their legs are cut off. Stop selling that cruelty products!😭,negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",negative
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.  I am urging you to ditch down.",negative
"Please, please, please stop selling down!",negative
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down. , turn over a new leaf on the day of your AGM and ditch down!   ",negative
"Please end your support of stabbing ducks in their neck and making their final experience of life excruciatingly agonising. The pain and terror these animals suffer when their legs are cut off is beyond comprehension.  They have no morphine whatsoever. Duck feathers are ripped out of them and this whole process is not “responsibly sourced” down that you market to customers on  products.  Each bird will have felt the pain of the knife being driven into their throat. If you have eyes and ears, open them. Customers do not want these animals to suffer the way that they do. People do not deserve to be lied to and told the feathers (down) are responsibly sourced when they are not. Please make emotionally intelligent decisions and have greater awareness of the cruelty you are dealing with.  Customers will respect you more for buying Plantbased materials. Plant materials are good to work with and prevent the physical torture of stabbing duck necks and cutting off their legs when they are alive. Please do not commit to this toxic down industry which is far from transparent.  H&M is time to be responsible and aware of what customers want.  Plantbased cruelty-free, sustainable materials please.  This is the future. The future is NOW. ",negative
 Please ❌STOP selling down feathers 🦆 torn from terrified birds 🪶 it’s sad.    ,negative
Needless torture and cruelty - stop selling down products!,negative
"&m shame on you, using down is animal cruelty 😢",negative
STOP ANIMAL ABUSE!!!!,negative
"As H&M is holding its annual meeting of shareholders, its time to address the cruelty behind down. I urge H&M to ditch down and embrace cruelty-free alternatives. Lets make fashion compassionate for all beings.",negative
please stop participating in animal abuse.stop selling down products.,negative
Love it 👏,positive
La canotta della modella che codice ha ? Per favore ? Grazie,neutral
😍😍😍,positive
We love  from ,neutral
In picture  will the bag be sold in canada,neutral
stop selling feathers! stop animal abuse!😭,negative
So beautiful 🤍🤍🤍,positive
